2024-05-29 00:02, success, 0.061022
2024-05-29 12:01, success, 0.063152
2024-05-30 00:02, success, 0.056902
2024-05-30 12:01, success, 0.054374
2024-05-31 00:02, success, 0.053591
2024-05-31 12:01, success, 0.044400
2024-06-01 00:02, success, 0.060662
2024-06-01 12:00, success, 0.067744
2024-06-02 00:02, success, 0.059188
2024-06-02 12:01, success, 0.053188
2024-06-03 00:02, success, 0.060080
2024-06-03 12:01, success, 0.061360
2024-06-04 00:02, success, 0.064285
2024-06-04 12:01, success, 0.065966
2024-06-05 00:02, success, 0.236026
2024-06-05 12:01, success, 0.065937
2024-06-06 00:02, success, 0.064977
2024-06-06 12:01, success, 0.074687
2024-06-07 00:02, success, 0.061380
2024-06-07 12:01, success, 0.068928
2024-06-08 00:02, success, 0.060854
2024-06-08 12:01, success, 0.073765
2024-06-09 00:03, success, 0.049390
2024-06-09 12:01, success, 0.061289
2024-06-10 00:02, success, 0.071638
2024-06-10 12:01, success, 0.054590
2024-06-11 00:02, success, 0.060964
2024-06-11 12:01, success, 0.057721
2024-06-12 00:02, success, 0.057432
2024-06-12 12:01, success, 0.064542
2024-06-13 00:02, success, 0.167005
2024-06-13 12:01, success, 0.058689
2024-06-14 00:02, success, 0.063523
2024-06-14 12:01, success, 0.074306
2024-06-15 00:02, success, 0.044250
2024-06-15 12:01, success, 0.067649
2024-06-16 00:02, success, 0.052407
2024-06-16 12:01, success, 0.081574
2024-06-17 00:02, success, 0.086090
2024-06-17 12:01, success, 0.060842
2024-06-18 00:02, success, 0.082572
2024-06-18 12:01, success, 0.041204
2024-06-19 00:02, success, 0.057184
2024-06-19 12:01, success, 0.063504
2024-06-20 00:02, success, 0.081260
2024-06-20 12:01, success, 0.056108
2024-06-21 00:02, success, 0.057924
2024-06-21 12:01, success, 0.070045
2024-06-22 00:02, success, 0.082105
2024-06-22 12:01, success, 0.105782
2024-06-23 00:02, success, 0.059768
2024-06-23 12:01, success, 0.060523
2024-06-24 00:03, success, 0.067635
2024-06-24 12:01, success, 0.060940
2024-06-25 00:02, success, 0.080280
2024-06-25 12:01, success, 0.067056
2024-06-26 00:02, success, 0.165483
2024-06-26 12:01, success, 0.073598
2024-06-27 00:02, success, 0.063618
2024-06-27 12:01, success, 0.054788
2024-06-28 00:02, success, 0.076167
2024-06-28 12:01, success, 0.060060
2024-06-29 00:02, success, 0.064866
2024-06-29 12:01, success, 0.069231
2024-06-30 00:02, success, 0.046398
2024-06-30 12:01, success, 0.068196
2024-07-01 00:02, success, 0.073373
2024-07-01 12:01, success, 0.056373
2024-07-02 00:02, success, 0.046167
2024-07-02 12:01, success, 0.082384
2024-07-03 00:02, success, 0.122899
2024-07-03 12:01, success, 0.057582
2024-07-04 00:02, success, 0.104543
2024-07-04 12:01, success, 0.080205
2024-07-05 00:02, success, 0.071826
2024-07-05 12:01, success, 0.070350
2024-07-06 00:02, success, 0.072195
2024-07-06 12:01, success, 0.067263
2024-07-07 00:02, success, 0.087274
2024-07-07 12:01, success, 0.072792
2024-07-08 00:02, success, 0.070383
2024-07-08 12:01, success, 0.087078
2024-07-09 00:02, success, 0.077232
2024-07-09 12:01, success, 0.076977
2024-07-10 00:02, success, 0.262698
2024-07-10 12:01, success, 0.075516
2024-07-11 00:02, success, 0.059727
2024-07-11 12:01, success, 0.061713
2024-07-12 00:02, success, 0.061620
2024-07-12 12:01, success, 0.077738
2024-07-13 00:02, success, 0.091871
2024-07-13 12:00, success, 0.058750
2024-07-14 00:02, success, 0.071746
2024-07-14 12:01, success, 0.046110
2024-07-15 00:02, success, 0.090453
2024-07-15 12:01, success, 0.057824
2024-07-16 00:02, success, 0.143470
2024-07-16 12:01, success, 0.084282
2024-07-17 00:02, success, 0.045559
2024-07-17 12:01, success, 0.076275
2024-07-18 00:02, success, 0.055657
2024-07-18 12:01, success, 0.072277
2024-07-19 00:02, success, 0.055736
2024-07-19 12:01, success, 0.080067
2024-07-20 00:02, success, 0.063475
2024-07-20 12:01, success, 0.070199
2024-07-21 00:02, success, 0.094447
2024-07-21 12:01, success, 0.055325
2024-07-22 00:02, success, 0.057729
2024-07-22 12:01, success, 0.070417
2024-07-23 00:02, success, 0.075395
2024-07-23 12:01, success, 0.069091
2024-07-24 00:02, success, 0.058598
2024-07-24 12:01, success, 0.069579
2024-07-25 00:02, success, 0.071194
2024-07-25 12:01, success, 0.055486
2024-07-26 00:02, success, 0.073075
2024-07-26 12:01, success, 0.060894
2024-07-27 00:02, success, 0.053449
2024-07-27 12:01, success, 0.054437
2024-07-28 00:02, success, 0.056697
2024-07-28 12:01, success, 0.115088
2024-07-29 00:02, success, 0.143199
2024-07-29 12:01, success, 0.047144
2024-07-30 00:02, success, 0.142679
2024-07-30 12:01, success, 0.043659
2024-07-31 00:02, success, 0.071203
2024-07-31 12:01, success, 0.160780
2024-08-01 00:03, success, 0.059483
2024-08-01 12:01, success, 0.075821
2024-08-02 00:02, success, 0.101778
2024-08-02 12:01, success, 0.058952
2024-08-03 00:02, success, 0.052353
2024-08-03 12:01, success, 0.073096
2024-08-04 00:02, success, 0.059560
2024-08-04 12:01, success, 0.080098
2024-08-05 00:02, success, 0.061105
2024-08-05 12:01, success, 0.059893
2024-08-06 00:02, success, 0.156391
2024-08-06 12:01, success, 0.070666
2024-08-07 00:02, success, 0.056182
2024-08-07 12:01, success, 0.060671
2024-08-08 00:02, success, 0.575318
2024-08-08 12:01, success, 0.082150
2024-08-09 00:02, success, 0.045796
2024-08-09 12:01, success, 0.057116
2024-08-10 00:02, success, 0.062329
